route,t,pax,revenue,records,fare_unweighted,dl,nw,dl_any,nw_any,dl_direct,nw_direct,legacy,direct_pax,distance,unknown_pax,fare,lnfare,direct_share,dl_active,nw_active,legacy_active,both_active,group,pax_pre,fare_pre,direct,distance_pre,treated,yr,qtr
ABQ-AUS,21,1300,242225.99951171855,16,199.47484016418449,0,0,0,0,0,0,195,468,613,0,186.3276919320912,5.227506908172269,0.36,0,0,1,False,unexposed_legacy,1346.0,178.6368578951845,0.5359389400399522,613.0,0,2010,1
ABQ-AUS,22,1457,285925.0003967287,24,203.25007883707687,0,0,0,0,0,0,209,368,613,0,196.24227892706156,5.27935001284174,0.2525737817433082,0,0,1,False,unexposed_legacy,1346.0,178.6368578951845,0.5359389400399522,613.0,0,2010,2
ABQ-AUS,23,1564,306894.0019531249,22,199.2217455777255,0,0,0,0,0,0,292,491,613,0,196.22378641504147,5.279255775333497,0.3139386189258312,0,0,1,False,unexposed_legacy,1346.0,178.6368578951845,0.5359389400399522,613.0,0,2010,3
ABQ-AUS,24,1636,304403.9936523438,25,197.18313842773443,0,0,0,0,0,0,313,573,613,0,186.0660107899412,5.226101507472371,0.35024449877750613,0,0,1,False,unexposed_legacy,1346.0,178.6368578951845,0.5359389400399522,613.0,0,2010,4
ABQ-BDL,1,451,80627.99978637692,12,182.9926389058431,173,40,173,40,36,0,134,70,1884,0,178.77605274141226,5.186133920555982,0.15521064301552107,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2005,1
ABQ-BDL,2,660,121533.00114440915,17,189.04781476189106,195,46,195,47,31,0,252,94,1884,0,184.14091082486235,5.215701284219044,0.14242424242424243,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2005,2
ABQ-BDL,3,871,158286.9983215331,18,198.71405622694223,298,39,298,41,0,0,276,111,1884,0,181.73019325089908,5.202523132488296,0.12743972445464982,1,0,1,False,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2005,3
ABQ-BDL,4,756,138380.99836730963,16,192.29499149322507,285,49,289,49,0,2,215,73,1884,0,183.04364863400744,5.209724641526457,0.09656084656084656,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2005,4
ABQ-BDL,5,476,83204.00094604483,12,193.04254150390616,212,41,212,41,0,0,81,26,1884,0,174.79832131522025,5.1636328597154835,0.0546218487394958,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2006,1
ABQ-BDL,6,719,144426.00205993644,21,204.53257751464844,208,79,229,80,0,20,206,20,1884,0,200.87065655067656,5.302661201176369,0.027816411682892908,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2006,2
ABQ-BDL,7,805,163857.99984741193,18,210.2742360432941,239,81,278,81,0,14,210,14,1884,0,203.55031036945581,5.315913199730217,0.017391304347826087,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2006,3
ABQ-BDL,8,753,158476.00267028788,17,235.1179288976331,129,87,152,87,0,8,208,8,1884,0,210.45949889812468,5.349293230325914,0.010624169986719787,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2006,4
ABQ-BDL,9,516,98926.9999694824,17,186.88774019129136,122,53,131,53,5,0,137,5,1884,0,191.71899218891937,5.256030717595575,0.009689922480620155,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2007,1
ABQ-BDL,10,788,169164.00291442874,23,207.8398132324219,216,85,223,85,26,5,193,32,1884,0,214.67513060206693,5.369125864929468,0.04060913705583756,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2007,2
ABQ-BDL,11,732,153771.0000152587,27,199.12978673864288,244,70,250,72,5,4,185,10,1884,0,210.06967215199276,5.347439247845605,0.01366120218579235,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2007,3
ABQ-BDL,12,780,165330.00009155285,21,229.04154968261724,197,87,197,87,0,0,252,11,1884,0,211.96153857891392,5.3564048364155115,0.014102564102564103,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2007,4
ABQ-BDL,13,499,93684.00009155269,20,191.41450119018555,122,57,127,57,0,0,111,7,1884,0,187.74348715742022,5.235076601134023,0.014028056112224449,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2008,1
ABQ-BDL,14,857,185344.001678467,25,212.05649841308602,232,66,234,66,0,10,241,12,1884,0,216.27071374383547,5.376530927323454,0.014002333722287048,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2008,2
ABQ-BDL,15,850,187945.00253295913,22,214.80000374533913,225,70,226,70,0,12,272,14,1884,0,221.11176768583428,5.398668309811331,0.01647058823529412,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2008,3
ABQ-BDL,16,678,160304.0008468629,18,234.57400894165045,114,63,114,64,0,4,218,18,1884,0,236.4365794201518,5.465680008841504,0.02654867256637168,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2008,4
ABQ-BDL,17,393,69771.99948120114,12,182.2299601236979,85,38,86,52,5,0,110,7,1884,0,177.5368943542014,5.179178442833133,0.017811704834605598,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2009,1
ABQ-BDL,18,740,145854.99832153317,14,184.32278551374156,145,83,145,85,0,0,185,5,1884,0,197.10134908315294,5.283718058798634,0.006756756756756757,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2009,2
ABQ-BDL,19,741,157527.99812316892,14,195.19234902518136,91,71,92,78,2,0,166,4,1884,0,212.5883915292428,5.359357862014649,0.005398110661268556,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2009,3
ABQ-BDL,20,547,122679.00082397468,14,230.7012906755721,77,60,77,69,2,0,154,6,1884,0,224.27605269465207,5.412877671201591,0.010968921389396709,1,1,1,True,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2009,4
ABQ-BDL,21,351,82884.99905395505,14,299.8433434622628,81,0,97,0,1,0,88,10,1884,0,236.1395984443164,5.464423148979154,0.02849002849002849,1,0,1,False,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2010,1
ABQ-BDL,22,530,123967.99920654285,13,226.7223874605619,183,0,189,0,9,0,96,12,1884,0,233.90188529536388,5.454901733820001,0.022641509433962263,1,0,1,False,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2010,2
ABQ-BDL,23,662,167262.99528503403,15,251.68508504231767,159,0,165,0,0,0,125,5,1884,0,252.66313487165263,5.532057118796037,0.0075528700906344415,1,0,1,False,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2010,3
ABQ-BDL,24,501,116036.9979400636,13,217.63694176307098,114,0,120,0,0,0,141,1,1884,0,231.61077433146426,5.445058265909782,0.001996007984031936,1,0,1,False,overlap,704.0,207.10633338047325,0.01951570645620354,1884.0,1,2010,4
ABQ-CMH,1,388,68185.99971008301,19,194.00575497275904,87,50,89,51,0,0,130,15,1342,0,175.73711265485312,5.168989200291516,0.03865979381443299,1,1,1,True,overlap,736.5,180.1424455347444,0.07212383829356653,1342.0,1,2005,1
ABQ-CMH,2,681,114602.0016784668,20,191.10066375732418,148,63,161,64,0,0,230,5,1342,0,168.28487764826255,5.125658243614011,0.007342143906020558,1,1,1,True,overlap,736.5,180.1424455347444,0.07212383829356653,1342.0,1,2005,2
