group,routes,route_quarters,records,sample_pax,mean_2007_pax,mean_2007_fare,mean_distance,mean_direct_share,median_2007_fare,unknown_2007_pax
overlap,156,3744,90155,4157681,1121.3477564102564,233.26696147295917,1818.320512820513,0.09604442972639157,215.713116360678,0
unexposed_legacy,105,2515,18484,5063164,2144.116666666667,193.9548205368878,716.5238095238095,0.6506058336146723,178.7273097144249,0
